#JCAT	Piece	Name	LDate	TLast	TOp	TDate	TF	Program	Plane	Att	Mvr	Class	Category	Result	Control	Discipline	UNState	UNReg	UNPeriod	UNPerigee	UNApogee	UNInc	DispEpoch	DispPeri	DispApo	DispInc	Comment
S25319	1998-026A	Iridium 69	1998 May  2 	1998 Oct 22	1998 Aug 22	1998 Oct 22	-	Iridium	A	-	M	B	COM	S	-	-	CN*	ST/SG/SER.E/356	  100.0 	     632	     634	 86.4 	1998 Oct  5 	     809	     819	 86.43 	-
S25320	1998-026B	Iridium 71	1998 May  2 	1998 Jul?	1998 Jul?	1998 Jul?	-	Iridium	A	-	M	B	COM	F	-	-	CN*	ST/SG/SER.E/356	  100.0 	     632	     634	 86.4 	1998 Jul  2 	     774	     780	 86.40 	-
S25342	1998-032A	[Iridium 70]	1998 May 17 	2018 Sep 20	2018 Sep 20	2018 Sep 27	-	Iridium	F	-	M	B	COM	S	-	-	US	ST/SG/SER.E/344	  100.5 	     780	     780	 86.4 	2018 Sep 29 	     155	     626	 86.58 	-
S25343	1998-032B	[Iridium 72]	1998 May 17 	2018 Apr	2018 Apr 27	2018 May  3	-	Iridium	F	-	M	B	COM	S	-	-	US	ST/SG/SER.E/344	  100.5 	     780	     780	 86.4 	2018 May  5 	     170	     517	 86.39 	-
S25344	1998-032C	[Iridium 73]	1998 May 17 	1998 Dec	1998 Dec	1998 Dec	-	Iridium	F	-	M	B	COM	S	-	-	US	ST/SG/SER.E/344	  100.5 	     780	     780	 86.4 	1998 Dec  2 	     775	     779	 86.40 	-
S25345	1998-032D	[Iridium 74]	1998 May 17 	2006 Aug	2006 Jan	2017 Jun	-	Iridium	F	-	M	B	COM	S	-	-	US	ST/SG/SER.E/344	  100.5 	     780	     780	 86.4 	2017 Jun  2 	     738	     751	 86.45 	-
S25346	1998-032E	[Iridium 75]	1998 May 17 	2018 Jun	2018 Jun 15	2018 Jun 21	-	Iridium	F	-	M	B	COM	S	-	-	US	ST/SG/SER.E/344	  100.5 	     780	     780	 86.4 	2018 Jun 23 	     169	     668	 86.56 	-
S25431	1998-048A	Iridium 3	1998 Aug 19 	2018 Jan 28	2018 Jan 20	2018 Jan 28	-	Iridium	A	-	M	B	COM	S	-	-	CN*	ST/SG/SER.E/356	  100.0 	     612	     635	 86.4 	2018 Jan 30 	     163	     440	 86.37 	-
S25432	1998-048B	Iridium 76	1998 Aug 19 	2018 Aug 16	2018 Aug  9	2018 Aug 16	-	Iridium	A	-	M	B	COM	S	-	-	CN*	ST/SG/SER.E/356	  100.0 	     612	     635	 86.4 	2018 Aug 18 	     161	     631	 86.77 	-
S25467	1998-051A	[Iridium]	1998 Sep  8 	2017 May  4	2017 May  7	2017 May  7	-	Iridium	E	-	M	B	COM	S	-	-	US	ST/SG/SER.E/353	  100.5 	     780	     780	 86.4 	2017 May  9 	     472	     728	 86.40 	-
S25468	1998-051B	[Iridium]	1998 Sep  8 	2018 Jun	2018 Jun 13	2018 Jun 19	-	Iridium	E	-	M	B	COM	S	-	-	US	ST/SG/SER.E/353	  100.5 	     780	     780	 86.4 	2018 Jun 21 	     164	     657	 86.41 	-
S25469	1998-051C	[Iridium]	1998 Sep  8 	2018 Jul	2018 Jul 12	2018 Jul 18	-	Iridium	E	-	M	B	COM	S	-	-	US	ST/SG/SER.E/353	  100.5 	     780	     780	 86.4 	2018 Jul 20 	     160	     658	 86.38 	-
S25470	1998-051D	[Iridium]	1998 Sep  8 	1998 Sep  8	1998 Sep  8	1998 Sep  8 2240?	-	Iridium	E	-	M	B	COM	F	-	-	US	ST/SG/SER.E/353	  100.5 	     780	     780	 86.4 	1998 Sep 10 	     492	     559	 86.02 	-
S25471	1998-051E	[Iridium]	1998 Sep  8 	2006 Aug	2017 Aug	2017 Sep	-	Iridium	E	-	M	B	COM	S	-	-	US	ST/SG/SER.E/353	  100.5 	     780	     780	 86.4 	2017 Sep  2 	     169	     644	 86.41 	-
S25527	1998-066A	[Iridium]	1998 Nov  6 	1999 May  8	1999 May  8	1999 May  8	-	Iridium	D	-	M	B	COM	F	-	-	US	ST/SG/SER.E/353	  100.5 	     780	     780	 86.4 	1999 May  2 	     508	     527	 85.40 	-
S25528	1998-066B	[Iridium]	1998 Nov  6 	2018 Aug	2018 Aug 22	2018 Sep  9	-	Iridium	D	-	M	B	COM	S	-	-	US	ST/SG/SER.E/353	  100.5 	     780	     780	 86.4 	2018 Sep 11 	     175	     697	 86.41 	-
S25529	1998-066C	[Iridium]	1998 Nov  6 	1998 Nov	1998 Nov	1998 Nov	-	Iridium	D	-	M	B	COM	S	-	-	US	ST/SG/SER.E/353	  100.5 	     780	     780	 86.4 	1998 Nov  8 	     515	     532	 86.01 	-
S25530	1998-066D	[Iridium]	1998 Nov  6 	2006 Aug	2018 Sep  7	2018 Sep 26	-	Iridium	D	-	M	B	COM	S	-	-	US	ST/SG/SER.E/353	  100.5 	     780	     780	 86.4 	2018 Sep 28 	     188	     685	 86.37 	-
S25531	1998-066E	[Iridium]	1998 Nov  6 	2018 Oct	2018 Oct 11	2018 Oct 17	-	Iridium	D	-	M	B	COM	S	-	-	US	ST/SG/SER.E/353	  100.5 	     780	     780	 86.4 	2018 Oct 19 	     166	     712	 86.40 	-
S25577	1998-074A	Iridium 88	1998 Dec 19 	2006 Aug	2018 Oct  5	2018 Oct 12	-	Iridium	A	-	M	B	COM	S	-	-	CN*	ST/SG/SER.E/356	  100.0 	     629	     647	 86.4 	2018 Oct 14 	     147	     603	 86.61 	-
S25578	1998-074B	Iridium 89	1998 Dec 19 	2006 Aug	2018 Oct  3	2018 Oct  9	-	Iridium	A	-	M	B	COM	S	-	-	CN*	ST/SG/SER.E/356	  100.0 	     629	     647	 86.4 	2018 Oct 11 	     152	     634	 86.42 	-
S25777	1999-032A	Iridium 92	1999 Jun 11 	2006 Aug	2019 Feb 27	2019 Mar  6	-	Iridium	F	-	M	B	COM	S	-	-	CN*	ST/SG/SER.E/359	  100.0 	     621	     634	 86.4 	2019 Mar  8 	     151	     621	 86.65 	-
S25778	1999-032B	Iridium 93	1999 Jun 11 	2018 May	2018 May  3	2018 May 10	-	Iridium	F	-	M	B	COM	S	-	-	CN*	ST/SG/SER.E/359	  100.0 	     621	     634	 86.4 	2018 May 12 	     177	     495	 86.39 	-
S27372	2002-005A	[Iridium]	2002 Feb 11 	2006 Aug	2019 Feb 15	2019 Feb 21	-	Iridium	B	-	M	B	COM	S	-	-	US	ST/SG/SER.E/412	   98.0 	     663	     689	 86.6 	2019 Feb 23 	     169	     655	 86.58 	-
S27373	2002-005B	[Iridium]	2002 Feb 11 	2006 Aug	2018 Mar	2018 Mar	-	Iridium	B	-	M	B	COM	S	-	-	US	ST/SG/SER.E/412	   98.0 	     673	     691	 86.6 	2018 Mar  2 	     747	     750	 86.44 	-
S27374	2002-005C	[Iridium]	2002 Feb 11 	2006 Aug	2018 Feb	2018 Feb	-	Iridium	B	-	M	B	COM	S	-	-	US	ST/SG/SER.E/412	   98.0 	     677	     690	 86.6 	2018 Feb  2 	     775	     779	 86.40 	-
S27375	2002-005D	[Iridium]	2002 Feb 11 	2019 Mar 14	2019 Mar  7	2019 Mar 14	-	Iridium	B	-	M	B	COM	S	-	-	US	ST/SG/SER.E/412	   98.0 	     670	     687	 86.6 	2019 Mar 16 	     159	     639	 86.62 	-
S27376	2002-005E	[Iridium]	2002 Feb 11 	2017 Dec 29	2017 Dec 29	2017 Dec 29	-	Iridium	B	-	M	B	COM	S	-	-	US	ST/SG/SER.E/412	   98.0 	     678	     695	 86.6 	2017 Dec 31 	     287	     739	 86.38 	-
S27450	2002-031A	[Iridium 97]	2002 Jun 20 	2006 Aug	2019 Dec  6	2019 Dec 18	-	Iridium	C	-	M	B	COM	S	-	-	US	ST/SG/SER.E/418	   92.7 	     159	     663	 86.6 	2019 Dec 20 	     152	     534	 86.66 	-
S27451	2002-031B	[Iridium 98]	2002 Jun 20 	2018 Jul	2018 Jul  7	2018 Jul 24	-	Iridium	C	-	M	B	COM	S	-	-	US	ST/SG/SER.E/418	   97.9 	     667	     677	 86.6 	2018 Jul 26 	     161	     699	 86.39 	-
